MSR_Id,MedianCarSpeed,Latitude,Longitude,Direction,Canton,Name,Direction:1,Street
CH:0290.07,96.0,47.3107414,7.90095472,negative,AG,OFTRINGEN / ROTHRIST (AB) - AG1412,negative,A 1
CH:0290.06,102.900002,47.3107147,7.90093565,negative,AG,OFTRINGEN / ROTHRIST (AB) - AG1412,negative,A 1
CH:0290.04,110.0,47.3106728,7.90074921,positive,AG,OFTRINGEN / ROTHRIST (AB) - AG1412,positive,A 1
CH:0290.03,103.0,47.3106537,7.90072346,positive,AG,OFTRINGEN / ROTHRIST (AB) - AG1412,positive,A 1
CH:0691.03,118.400002,47.0704079,7.2868185,positive,BE,LYSS,positive,A 6
CH:0785.01,102.199997,47.5822716,9.01875782,positive,TG,ESCHIKOFEN,positive,A 23
CH:0691.02,,47.0704269,7.28670216,negative,BE,LYSS,negative,A 6
CH:0691.01,113.5,47.0704346,7.28665829,negative,BE,LYSS,negative,A 6
CH:0024.04,105.699997,46.4440536,6.29299116,negative,VD,ROLLE (AR),negative,A 1
CH:0785.04,109.300003,47.5823631,9.0188427,negative,TG,ESCHIKOFEN,negative,A 23
CH:0691.04,110.0,47.0704041,7.28686571,positive,BE,LYSS,positive,A 6
CH:0785.02,116.0,47.5822983,9.01878262,positive,TG,ESCHIKOFEN,positive,A 23
CH:0289.02,118.099998,46.0971298,8.92823982,negative,TI,CAMIGNOLO (AS),negative,A 2
CH:0564.01,45.7000008,47.3477287,8.42822075,,ZH,ANSCHLUSS BIRMENSDORF 2 EIN-AUSFAHRT (AB) - ZH1106,,A 4
CH:0289.04,106.0,46.0970917,8.92837524,positive,TI,CAMIGNOLO (AS),positive,A 2
CH:0564.03,54.0999985,47.3474159,8.42935467,,ZH,ANSCHLUSS BIRMENSDORF 2 EIN-AUSFAHRT (AB) - ZH1106,,A 4
CH:0233.02,77.4000015,47.3780632,7.16735315,negative,JU,"ST-URSANNE, TUN. TERRI (AR)",negative,A 16
CH:0253.01,92.0,46.3029709,7.95802593,positive,VS,GAMSEN (TUNNEL) (AB),positive,A 9
CH:0253.02,92.0,46.3030014,7.95801115,positive,VS,GAMSEN (TUNNEL) (AB),positive,A 9
CH:0253.03,102.0,46.3031731,7.95821667,negative,VS,GAMSEN (TUNNEL) (AB),negative,A 9
CH:0802.01,120.5,47.0133553,7.0083847,positive,NE,MARIN OUEST (AB),positive,A 5
CH:0041.02,54.0,45.8981476,7.19434738,positive,VS,GRAND-ST-BERNARD (TUNNEL),positive,H 21
CH:0315.02,102.199997,47.1998978,7.56463528,positive,SO,ZUCHWIL (AB),positive,A 5
CH:0041.01,41.0,45.8981743,7.1943326,negative,VS,GRAND-ST-BERNARD (TUNNEL),negative,H 21
CH:0315.01,95.5,47.1998749,7.56466579,positive,SO,ZUCHWIL (AB),positive,A 5
CH:0315.03,,47.2010422,7.56639242,negative,SO,ZUCHWIL (AB),negative,A 5
CH:0802.04,56.0,47.0132675,7.00431967,,NE,MARIN OUEST (AB),,A 5
CH:0671.01,99.0999985,46.8792343,6.75988245,positive,NE,VAUMARCUS (AR),positive,A 5
CH:0241.04,100.0,47.4297562,8.57196522,positive,ZH,OPFIKON (AB),positive,A 11
CH:0241.06,78.0,47.4298706,8.5721035,,ZH,OPFIKON (AB),,A 11
CH:0602.02,56.2000008,47.435276,9.39610004,positive,SG,"ST. GALLEN, HARZBUECHEL (AB)",positive,A 1
CH:0241.05,89.5,47.42976,8.57201385,positive,ZH,OPFIKON (AB),positive,A 11
CH:0602.04,15.0,47.4353333,9.39605331,negative,SG,"ST. GALLEN, HARZBUECHEL (AB)",negative,A 1
CH:0126.01,73.6999969,47.0397263,8.29346657,negative,LU,"LUZERN, SONNENBERGTUNNEL (AB)",negative,A 2
CH:0126.03,82.5,47.0397491,8.29356194,positive,LU,"LUZERN, SONNENBERGTUNNEL (AB)",positive,A 2
CH:0671.04,101.300003,46.8792343,6.75975084,negative,NE,VAUMARCUS (AR),negative,A 5
CH:0671.02,106.0,46.8792343,6.75984383,positive,NE,VAUMARCUS (AR),positive,A 5
CH:0671.03,107.5,46.8792305,6.75979805,negative,NE,VAUMARCUS (AR),negative,A 5
CH:0379.03,107.599998,47.6009178,8.69159794,positive,ZH,KLEINANDELFINGEN ANSCHLUSS 1 (AB),positive,A 4
CH:0695.01,40.0,47.0898399,8.25034332,,LU,ANSCHL. ROTHENBURG,,A 2
CH:0265.01,112.699997,46.2841415,8.99295139,negative,TI,MOLENO N (AS),negative,A 2
CH:0053.04,88.0,47.1270599,9.10202408,negative,GL,"WEESEN, KERENZERBERG (AB)",negative,A 3
CH:0695.03,116.400002,47.0898972,8.25042629,negative,LU,ANSCHL. ROTHENBURG,negative,A 2
CH:0053.02,105.0,47.1269188,9.10201454,positive,GL,"WEESEN, KERENZERBERG (AB)",positive,A 3
CH:0053.03,100.0,47.1270294,9.10202217,negative,GL,"WEESEN, KERENZERBERG (AB)",negative,A 3
CH:0695.05,110.300003,47.0898209,8.25064754,positive,LU,ANSCHL. ROTHENBURG,positive,A 2
CH:0695.06,100.0,47.0898399,8.25069141,positive,LU,ANSCHL. ROTHENBURG,positive,A 2
CH:0265.04,112.900002,46.2841721,8.99314499,positive,TI,MOLENO N (AS),positive,A 2
CH:0265.03,121.300003,46.2841682,8.99310017,positive,TI,MOLENO N (AS),positive,A 2
CH:0568.02,50.0,47.3379593,8.4586525,,ZH,DREIECK ZUERICH WEST 3 (AB) - ZH1204,,A 4
CH:0568.01,65.0,47.3390999,8.45884418,,ZH,DREIECK ZUERICH WEST 3 (AB) - ZH1204,,A 4
CH:0367.02,,47.4579048,8.28282261,,AG,BADEN WEST ANSCHL. - AG1572,,A 1
CH:0797.02,106.300003,47.4739418,7.00112772,negative,JU,"NEU-BOIS, TUNNEL N (AR)",negative,A 16
CH:0744.03,91.0999985,46.5612717,6.5603056,negative,VD,CRISSIER (AR) RI SUED,negative,A 1
CH:0744.04,98.5,46.5612755,6.56034946,negative,VD,CRISSIER (AR) RI SUED,negative,A 1
CH:0614.04,44.0,46.9718666,8.44089794,,NW,ANSCHLUSS BUOCHS RI ALTDORF (AB),,A 2
CH:0744.01,87.4000015,46.5612488,6.56021357,,VD,CRISSIER (AR) RI SUED,,A 1
CH:0614.03,84.0,46.972168,8.4405756,negative,NW,ANSCHLUSS BUOCHS RI ALTDORF (AB),negative,A 2
CH:0138.02,57.0,46.2632256,10.1177244,positive,GR,BRUSIO N,positive,H 29
CH:0614.01,46.7000008,46.9719582,8.44011688,,NW,ANSCHLUSS BUOCHS RI ALTDORF (AB),,A 2
CH:0102.03,103.400002,47.5447083,7.78231287,negative,AG,RHEINFELDEN (AB),negative,A 3
CH:0102.04,94.5999985,47.5447388,7.78230381,negative,AG,RHEINFELDEN (AB),negative,A 3
CH:0858.02,119.5,46.7631798,7.59386301,positive,BE,"THUN, ALLMENDTUNNEL N (AB)",positive,A 6
CH:0323.04,112.800003,46.9035759,7.08943319,negative,FR,MURTEN (AB),negative,A 1
CH:0323.02,,46.9034462,7.08941936,positive,FR,MURTEN (AB),positive,A 1
CH:0323.03,119.950001,46.9035263,7.08940029,negative,FR,MURTEN (AB),negative,A 1
CH:0297.04,71.3000031,47.5432014,7.63150787,positive,BL,BIRSFELDEN ZUBRINGER A2 - BL1101,positive,A 2
CH:0297.02,70.8000031,47.5432205,7.63139439,negative,BL,BIRSFELDEN ZUBRINGER A2 - BL1101,negative,A 2
CH:0297.03,71.3000031,47.5432091,7.63146114,positive,BL,BIRSFELDEN ZUBRINGER A2 - BL1101,positive,A 2
CH:0297.01,63.2999992,47.5432281,7.6313529,negative,BL,BIRSFELDEN ZUBRINGER A2 - BL1101,negative,A 2
CH:0392.02,67.8000031,46.4181671,9.72607708,positive,GR,PLAUN DA  LEJ,positive,H 3B
CH:0114.08,2.0,47.4234924,8.64302444,negative,ZH,BRUETTISELLEN N (AB),negative,A 1
CH:0114.06,106.800003,47.4234314,8.64304352,negative,ZH,BRUETTISELLEN N (AB),negative,A 1
CH:0380.05,78.0,47.6044807,8.6892252,,ZH,KLEINANDELFINGEN ANSCHLUSS 2 (AB),,A 4
CH:0380.02,100.0,47.6040154,8.68930054,negative,ZH,KLEINANDELFINGEN ANSCHLUSS 2 (AB),negative,A 4
CH:0380.01,78.0,47.6045837,8.68873215,,ZH,KLEINANDELFINGEN ANSCHLUSS 2 (AB),,A 4
CH:0380.04,60.0,47.6028252,8.69031525,,ZH,KLEINANDELFINGEN ANSCHLUSS 2 (AB),,A 4
CH:0380.03,109.400002,47.6040306,8.6893425,negative,ZH,KLEINANDELFINGEN ANSCHLUSS 2 (AB),negative,A 4
CH:0720.03,117.0,47.0130615,8.62541771,positive,SZ,SCHWYZ (AB),positive,A 4
CH:0720.04,104.900002,47.0130577,8.62546635,positive,SZ,SCHWYZ (AB),positive,A 4
CH:0208.04,,47.4472237,8.24872875,negative,AG,"BIRRHARD, VERZW. A1  (AB)",negative,A 1
CH:0171.02,,47.0832558,8.63850212,positive,SZ,SATTEL N,positive,H 8
CH:0720.01,108.699997,47.0130806,8.62529564,negative,SZ,SCHWYZ (AB),negative,A 4
CH:0544.01,120.099998,47.4269638,8.37393093,negative,AG,SPREITENBACH EINFAHRT (AB) - AG1444,negative,A 1
CH:0544.04,45.0,47.4270782,8.37399292,,AG,SPREITENBACH EINFAHRT (AB) - AG1444,,A 1
CH:0114.05,103.300003,47.4234047,8.64305305,negative,ZH,BRUETTISELLEN N (AB),negative,A 1
CH:0114.04,102.800003,47.4234047,8.64352798,positive,ZH,BRUETTISELLEN N (AB),positive,A 1
CH:0544.03,98.5999985,47.4270172,8.37396526,negative,AG,SPREITENBACH EINFAHRT (AB) - AG1444,negative,A 1
CH:0208.01,,47.4471245,8.24886227,positive,AG,"BIRRHARD, VERZW. A1  (AB)",positive,A 1
CH:0114.03,103.199997,47.423378,8.64354038,positive,ZH,BRUETTISELLEN N (AB),positive,A 1
CH:0335.02,95.6999969,47.3049812,7.92485666,positive,AG,WIGGERTAL (AB) - AG1411,positive,A 1
CH:0335.03,102.599998,47.3050117,7.92483521,positive,AG,WIGGERTAL (AB) - AG1411,positive,A 1
CH:0335.06,87.8000031,47.3051414,7.92476082,,AG,WIGGERTAL (AB) - AG1411,,A 1
CH:0765.02,59.2999992,47.3979912,9.29666805,negative,SG,"ST.GALLEN, WINKELN ALTER ZOLL - SG51",negative,H 8
CH:0376.04,82.0,47.6171417,8.68480968,,ZH,TRUELLIKON ANSCHLUSS S (AB),,A 4
CH:0536.01,111.599998,46.5150642,6.69843864,positive,VD,LAUSANNE LA CROIX (AR),positive,A 9
CH:0032.02,113.199997,47.2244759,7.61192751,positive,SO,DEITINGEN (AB),positive,A 1
CH:0273.04,,47.5725861,7.60256672,positive,BS,"BASEL, ANSCHLUSS WIESE, A2 (AB)",positive,A 2
CH:0536.04,108.0,46.5151787,6.69855022,negative,VD,LAUSANNE LA CROIX (AR),negative,A 9
CH:0032.01,103.699997,47.2244492,7.61196613,positive,SO,DEITINGEN (AB),positive,A 1
CH:0536.03,119.099998,46.515152,6.69851685,negative,VD,LAUSANNE LA CROIX (AR),negative,A 9
CH:0273.06,54.2999992,47.5727158,7.60275078,,BS,"BASEL, ANSCHLUSS WIESE, A2 (AB)",,A 2
CH:0032.04,104.0,47.2245598,7.61184072,negative,SO,DEITINGEN (AB),negative,A 1
CH:0536.02,122.0,46.5150909,6.6984601,positive,VD,LAUSANNE LA CROIX (AR),positive,A 9
CH:0273.07,52.0,47.5727234,7.60278893,,BS,"BASEL, ANSCHLUSS WIESE, A2 (AB)",,A 2
CH:0273.01,58.7999992,47.5725327,7.60233402,,BS,"BASEL, ANSCHLUSS WIESE, A2 (AB)",,A 2
CH:0273.02,69.0,47.5742798,7.60065413,negative,BS,"BASEL, ANSCHLUSS WIESE, A2 (AB)",negative,A 2
CH:0674.01,112.199997,46.9466057,6.83700943,positive,NE,BOUDRY (AR),positive,A 5
CH:0376.02,100.400002,47.6169167,8.68463898,positive,ZH,TRUELLIKON ANSCHLUSS S (AB),positive,A 4
CH:0135.01,91.3000031,47.5081329,9.40539265,negative,TG,"ARBON, A1/ZUBRINGER TG",negative,A 23
CH:0376.03,108.699997,47.6169014,8.68459129,positive,ZH,TRUELLIKON ANSCHLUSS S (AB),positive,A 4
CH:0524.01,47.2999992,46.5271873,8.92372704,negative,TI,OLIVONE - LUCOMAGNO,negative,H 416
CH:0605.05,58.0,47.4092445,9.30901337,negative,SG,"ST.GALLEN, ANSCHL. BREITFELD",negative,A1
CH:0605.01,36.0,47.4084778,9.30775166,,SG,"ST.GALLEN, ANSCHL. BREITFELD",,A1
CH:0605.02,53.2999992,47.4084473,9.307827,,SG,"ST.GALLEN, ANSCHL. BREITFELD",,A1
CH:0364.01,74.5,47.0379486,7.73884487,positive,BE,"SUMISWALD, GAMMENTHAL",positive,H 23
CH:0204.03,,46.427887,8.85449028,positive,TI,LAVORGO S (AS),positive,A 2
CH:0147.04,111.900002,46.6276474,7.03908873,negative,FR,CONT. DE BULLE (AR),negative,A 12
CH:0020.08,60.0,47.429882,8.51074982,negative,ZH,"UMF. ZUERICH N, AFFOLTERN (AB)",negative,A 1C
CH:0147.03,120.300003,46.6276245,7.0391221,negative,FR,CONT. DE BULLE (AR),negative,A 12
CH:0204.01,,46.4275932,8.85454273,negative,TI,LAVORGO S (AS),negative,A 2
CH:0147.02,125.800003,46.6275902,7.03916645,positive,FR,CONT. DE BULLE (AR),positive,A 12
CH:0548.01,116.599998,47.3462219,7.28327799,negative,JU,DEVELIER (AR),negative,A 16
CH:0147.01,117.0,46.6275635,7.03920031,positive,FR,CONT. DE BULLE (AR),positive,A 12
CH:0548.02,124.300003,47.3462486,7.28324604,negative,JU,DEVELIER (AR),negative,A 16
CH:0204.04,,46.427887,8.85454845,positive,TI,LAVORGO S (AS),positive,A 2
CH:0204.05,,46.4279175,8.85456181,positive,TI,LAVORGO S (AS),positive,A 2
CH:0020.02,95.0999985,47.4296761,8.51092434,positive,ZH,"UMF. ZUERICH N, AFFOLTERN (AB)",positive,A 1C
CH:0548.03,124.300003,47.3462982,7.28319502,positive,JU,DEVELIER (AR),positive,A 16
CH:0020.01,48.0,47.4296455,8.51094341,positive,ZH,"UMF. ZUERICH N, AFFOLTERN (AB)",positive,A 1C
CH:0020.07,80.5999985,47.4298515,8.51077175,negative,ZH,"UMF. ZUERICH N, AFFOLTERN (AB)",negative,A 1C
CH:0789.02,47.2999992,47.5621223,9.12673855,negative,TG,WEINFELDEN,negative,H 14
CH:0020.04,,47.4297295,8.51087666,positive,ZH,"UMF. ZUERICH N, AFFOLTERN (AB)",positive,A 1C
CH:0020.05,98.8000031,47.4297981,8.51082897,negative,ZH,"UMF. ZUERICH N, AFFOLTERN (AB)",negative,A 1C
CH:0285.03,87.5,46.9559669,7.41805124,positive,BE,"BERN, FORSTHAUS (AB)",positive,A 1
CH:0285.02,82.8000031,46.9559479,7.41808462,positive,BE,"BERN, FORSTHAUS (AB)",positive,A 1
CH:0285.07,85.6999969,46.9557495,7.41744947,negative,BE,"BERN, FORSTHAUS (AB)",negative,A 1
CH:0285.05,92.5,46.9557037,7.41752529,negative,BE,"BERN, FORSTHAUS (AB)",negative,A 1
CH:0320.02,123.0,46.8844185,9.53639317,negative,GR,CHUR NORD (AB),negative,A 13
CH:0617.02,76.8000031,46.6295357,7.04504108,positive,FR,CONT.BULLE,positive,H 189
CH:0617.01,74.5999985,46.6295509,7.04499578,negative,FR,CONT.BULLE,negative,H 189
CH:0180.02,49.0,47.7408752,8.71370602,positive,SH,THAYNGEN,positive,H 15
CH:0593.04,115.400002,47.2083893,8.01471519,positive,LU,UFFIKON (AB),positive,A 2
CH:0593.02,122.5,47.2082825,8.01473045,negative,LU,UFFIKON (AB),negative,A 2
CH:0593.01,114.0,47.208252,8.01473045,negative,LU,UFFIKON (AB),negative,A 2
CH:0195.03,115.0,46.7934952,8.66521263,positive,UR,ERSTFELD S (AB),positive,A 2
CH:0228.02,121.0,46.9269829,9.56194878,negative,GR,ZIZERS (AB),negative,A 13
CH:0228.03,119.699997,46.9269905,9.56203651,positive,GR,ZIZERS (AB),positive,A 13
CH:0228.04,109.0,46.9269943,9.5620985,positive,GR,ZIZERS (AB),positive,A 13
CH:0195.01,104.0,46.7934952,8.66508389,negative,UR,ERSTFELD S (AB),negative,A 2
CH:0195.02,113.0,46.793499,8.66514587,negative,UR,ERSTFELD S (AB),negative,A 2
CH:0111.02,56.0,46.5427284,7.66632748,positive,BE,"FRUTIGEN S, KANDERGRUND",positive,H 223
CH:0179.01,,47.2529526,6.98863554,positive,JU,SAIGNELEGIER W,positive,H 18
CH:0179.02,,47.2529831,6.98860264,negative,JU,SAIGNELEGIER W,negative,H 18
CH:0332.04,44.0,47.3291512,8.53142071,,ZH,WOLLISHOFEN (AB) RI ZUERICH - ZH1214,,A 3
CH:0123.02,77.0999985,47.713726,8.64976501,,SH,SCHAFFHAUSEN N (AB),,A 4
CH:0123.04,78.0,47.7138634,8.65017319,,SH,SCHAFFHAUSEN N (AB),,A 4
CH:0686.01,79.1999969,47.5788116,8.68294525,positive,ZH,ADLIKON (AB) - ZH4889,positive,A 4
CH:0332.02,105.800003,47.327877,8.53050327,negative,ZH,WOLLISHOFEN (AB) RI ZUERICH - ZH1214,negative,A 3
CH:0630.02,58.0,46.8397369,9.58749485,negative,GR,CALFREISEN - GR211,negative,H 566
CH:0581.03,98.1999969,47.3349304,8.52419186,positive,ZH,"WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213",positive,A 3
CH:0581.04,108.900002,47.3349533,8.52428246,negative,ZH,"WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213",negative,A 3
CH:0581.05,101.800003,47.3349648,8.52433491,negative,ZH,"WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213",negative,A 3
CH:0581.06,95.8000031,47.3349762,8.5243988,negative,ZH,"WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213",negative,A 3
CH:0070.02,74.1999969,47.5569649,7.61459017,negative,BS,"BASEL, SCHWARZWALDBR. (AB)",negative,A 2
CH:0070.01,67.5,47.5569496,7.61455154,negative,BS,"BASEL, SCHWARZWALDBR. (AB)",negative,A 2
CH:0070.04,,47.5569878,7.61470366,positive,BS,"BASEL, SCHWARZWALDBR. (AB)",positive,A 2
CH:0504.03,80.4000015,46.3865433,6.20414209,negative,VD,"NYON, CRASSIER (AR)",negative,A 1
CH:0504.04,78.1999969,46.3865509,6.20409536,negative,VD,"NYON, CRASSIER (AR)",negative,A 1
CH:0504.02,121.300003,46.3865242,6.20425034,positive,VD,"NYON, CRASSIER (AR)",positive,A 1
CH:0396.01,56.4000015,46.6195374,7.68498898,negative,BE,REICHENBACH S,negative,H 223
CH:0757.01,79.3000031,46.3310661,7.75693083,negative,VS,MITTALTUNNEL,negative,H 509
CH:0293.02,,46.5112915,8.70474529,negative,TI,QUINTO (AS),negative,A 2
CH:0293.03,,46.5113564,8.70478916,positive,TI,QUINTO (AS),positive,A 2
CH:0757.02,78.6999969,46.3310661,7.75699615,positive,VS,MITTALTUNNEL,positive,H 509
CH:0293.04,,46.5113869,8.7048111,positive,TI,QUINTO (AS),positive,A 2
CH:0167.03,99.8000031,47.0767021,8.30864716,positive,LU,"EBIKON, RATHAUSEN (AB)",positive,A 14
CH:0167.02,90.6999969,47.0767479,8.30860806,negative,LU,"EBIKON, RATHAUSEN (AB)",negative,A 14
CH:0082.01,115.199997,47.4270401,9.21689701,positive,SG,GOSSAU (AB),positive,A 1
CH:0082.02,123.300003,47.4270706,9.21692944,positive,SG,GOSSAU (AB),positive,A 1
CH:0082.03,122.199997,47.4270439,9.2171402,negative,SG,GOSSAU (AB),negative,A 1
CH:0224.04,77.0,46.161232,6.11504221,positive,GE,"GENEVE, PLAN-LES-OUAT. (AR)",positive,A 1A
CH:0082.04,114.5,47.4270782,9.21714973,negative,SG,GOSSAU (AB),negative,A 1
CH:0224.02,82.5999985,46.1613235,6.11502934,negative,GE,"GENEVE, PLAN-LES-OUAT. (AR)",negative,A 1A
CH:0224.03,84.0,46.1612625,6.11503792,positive,GE,"GENEVE, PLAN-LES-OUAT. (AR)",positive,A 1A
CH:0224.01,79.0,46.1613503,6.11502457,negative,GE,"GENEVE, PLAN-LES-OUAT. (AR)",negative,A 1A
CH:0384.01,72.0,47.3540955,8.52461052,,ZH,ZUERICH BRUNAU (AB) 2,,A 3
CH:0155.01,60.5,46.5621185,8.36059284,negative,VS,"GLETSCH N, GRIMSEL",negative,H 6
CH:0212.02,78.3000031,47.0637627,6.88605118,positive,NE,VUE-DES-ALPES (TUNNEL),positive,H 20
CH:0339.05,,47.4572296,8.27606773,negative,AG,BADEN-WEST (AB) - AG1573,negative,A 1
CH:0339.04,,47.4571991,8.27608776,negative,AG,BADEN-WEST (AB) - AG1573,negative,A 1
CH:0339.03,,47.4571342,8.27612495,positive,AG,BADEN-WEST (AB) - AG1573,positive,A 1
CH:0727.06,84.1999969,47.1540756,8.43414116,,ZG,VERZW. RUETIHOF (AB),,A 4
CH:0339.07,,47.4567032,8.27403831,,AG,BADEN-WEST (AB) - AG1573,,A 1
CH:0727.02,87.4000015,47.1539307,8.43396187,negative,ZG,VERZW. RUETIHOF (AB),negative,A 4
CH:0769.01,,47.7224503,8.66835976,negative,SH,HERBLINGEN,negative,A 4
CH:0727.01,64.0999985,47.1538887,8.4338131,,ZG,VERZW. RUETIHOF (AB),,A 4
CH:0302.04,101.400002,47.4842873,9.44203472,positive,SG,"ARBON, A1/ZUBRINGER SG",positive,A 23
CH:0570.07,61.5999985,47.3937645,8.41720581,,ZH,URDORF N (AB) - ZH1302,,A 3
CH:0205.06,90.0,47.0748444,8.29409122,positive,LU,"EMMENBRUECKE, GRUEBLISCH. (AB)",positive,A 2
CH:0829.02,123.199997,47.1485825,9.03926754,positive,GL,BILTEN (AB),positive,A 3
CH:0225.01,90.0999985,47.3153648,7.80585003,negative,SO,"EGERKINGEN, VERZWEIGUNG A2 (AB)",negative,A 2
CH:0188.02,29.0,46.4645844,6.07313251,positive,VD,LA CURE,positive,H 123
CH:0026.03,99.4000015,46.9988747,8.31128216,negative,LU,ENNETHORW (AB),negative,A 2
CH:0542.01,121.5,47.4354401,8.35290051,positive,AG,SPREITENBACH W (AB) - AG1446,positive,A 1
CH:0600.03,123.0,47.4353027,9.6422472,negative,SG,"AU, LEHNENVIADUKT (AB)",negative,A 13
CH:0243.01,116.099998,47.4463577,9.41972733,positive,SG,"ST. GALLEN E, BERGBACHVIADUKT (AB)",positive,A 1
CH:0116.04,95.5999985,46.5019226,6.71519852,negative,VD,GRANDVAUX N (AR),negative,A 9
CH:0116.02,93.0999985,46.5017776,6.7150197,positive,VD,GRANDVAUX N (AR),positive,A 9
CH:0349.01,97.1999969,47.5461922,7.82534313,positive,AG,RHEINFELDEN (AB) - AG1420,positive,A 3
CH:0087.01,55.0,47.6018295,9.29336357,negative,TG,GUETTINGEN,negative,H 13
CH:0636.02,88.0,46.711235,10.0852623,negative,GR,"ZERNEZ N, PRASCHITSCH - GR336",negative,H 27
CH:0775.02,88.3000031,47.4744835,7.75896883,positive,BL,LAUSEN,positive,A 22
CH:0693.01,53.0,47.1074867,9.06410789,positive,GL,NAEFELS N,positive,H 17
CH:0357.01,49.0,46.8197823,7.3652873,positive,BE,SCHWARZENBURG E,positive,H 183
CH:0263.02,39.2999992,46.478157,8.38676071,negative,VS,NUFENENPASS,negative,H 413
CH:0566.05,95.5,47.3421021,8.4575386,positive,ZH,DREIECK ZUERICH-WEST 1 (AB) - ZH1202,positive,A 4
CH:0366.02,,47.4528389,8.31497574,,AG,NEUENHOF ANSCHLUSS - AG1571,,A 1
CH:0271.03,,46.9365311,7.4913125,positive,BE,MURI BE N (AB),positive,A 6
CH:0072.02,,47.382164,8.11114407,positive,AG,HUNZENSCHWIL (AB),positive,A 1
CH:0759.04,110.300003,47.3739967,8.69844246,negative,ZH,NAENIKON,negative,A 15
CH:0518.04,66.0,47.3936157,8.49396038,negative,ZH,ZUERICH HARDTURM (AB),negative,A 1H
CH:0633.02,72.0,46.7019081,9.72563553,negative,GR,WIESEN E - GR0239,negative,H 417
CH:0025.04,113.0,47.0145607,9.5047226,positive,SG,BAD RAGAZ (AB),positive,A 13
CH:0300.03,115.5,46.4772415,6.41129398,negative,VD,ETOY (AR),negative,A 1
CH:0268.03,103.800003,46.2194977,7.00752831,negative,VS,ST. MAURICE (AR),negative,A 9
CH:0348.07,,47.5454712,7.80121374,,AG,RHEINFELDEN (AB) - AG1427,,A 3
CH:0105.01,100.400002,47.2110023,8.5436821,negative,ZG,BAAR N (AB),negative,A 14
CH:0117.03,123.300003,47.1735077,8.43204308,negative,ZG,HUENENBERG S (AB),negative,A 4
CH:0064.06,105.0,46.5458374,6.63154554,negative,VD,CONT. DE LAUSANNE (AR),negative,A 9
CH:0580.01,91.1999969,47.346981,8.51988602,positive,ZH,DREIECK ZUERICH-SUED N (AB) - ZH1210,positive,A 3
CH:0649.01,99.9000015,46.6697121,7.0752511,positive,FR,SORENS (AR),positive,A 12
CH:0219.03,,47.4560547,8.14367962,negative,AG,SCHINZNACH DORF (AB),negative,A 3
CH:0220.05,,47.4470291,8.24522781,negative,AG,"MUELLIGEN, VERZW. A3/A1 (AB)",negative,A 3
CH:0044.02,72.8000031,46.4645805,9.18584728,positive,GR,SAN BERNARDINO (TUNNEL),positive,A 13
CH:0844.06,44.0,47.6923866,8.62188339,negative,SH,BAHNTAL GALGENBUCKTUNNEL,negative,A 4
CH:0240.03,90.8000031,47.4240379,8.57154465,positive,ZH,"UMF. ZUERICH N, SEEBACH (AB)",positive,A 1C
CH:0844.01,53.0,47.6910324,8.62208366,positive,SH,BAHNTAL GALGENBUCKTUNNEL,positive,A 4
CH:0068.04,93.0,46.253685,6.13912153,positive,GE,COLOVREX-LAC (AR),positive,A 1
CH:0321.01,53.7999992,47.5721931,7.59889078,,BS,"BASEL, ANSCHLUSS WIESE, A3 (AB)",,A 3
CH:0547.02,71.9000015,46.1620064,8.77349186,negative,TI,ASCONA GALLERIA,negative,A 13
CH:0321.06,57.7999992,47.5714684,7.59812546,,BS,"BASEL, ANSCHLUSS WIESE, A3 (AB)",,A 3
CH:0093.03,99.0999985,47.5177689,8.69505119,positive,ZH,UMF. WINTERTHUR (AB),positive,A 1
CH:0166.01,110.0,46.351078,8.96168327,negative,TI,BIASCA S (AS),negative,A 2
CH:0608.01,56.0,46.3768272,7.08004856,positive,VD,COL DES MOSSES,positive,H 11
CH:0308.03,105.0,47.1904373,8.83082867,negative,SZ,LACHEN (AB),negative,A 3
CH:0572.04,93.9000015,47.3191872,8.44591808,positive,ZH,ISLISBERGTUNNEL MITTE (AB) - ZH2102,positive,A 4
CH:0142.06,75.6999969,47.3025475,7.92157173,positive,AG,ZOFINGEN (AB),positive,A 2
CH:0016.01,,47.1020088,7.1760478,positive,BE,"TWANN, WINGREIS (AR)",positive,A 5
CH:0771.01,89.1999969,47.4513588,7.59656906,negative,BL,TUNNEL EGGFLUE,negative,A 18
CH:0347.02,,47.5413513,7.76305485,positive,AG,RHEINFELDEN (AB) - AG1426,positive,A 3
CH:0347.06,,47.5417557,7.76413965,,AG,RHEINFELDEN (AB) - AG1426,,A 3
CH:0851.06,85.6999969,46.1138611,7.09019899,negative,VS,ECHANGEUR GD.ST.BERNARD OUEST (AR),negative,A 9
CH:0851.03,127.0,46.1136742,7.09024286,positive,VS,ECHANGEUR GD.ST.BERNARD OUEST (AR),positive,A 9
CH:0507.06,53.2999992,45.9872093,8.93214321,,TI,CIRCONVALLAZIONE DI LUGANO (AB),,A 2
CH:0118.06,85.3000031,46.9690628,7.4603796,negative,BE,"BERN, FELSENAUVIADUKT (AB)",negative,A 1
