MSR_Id,MedianCarSpeed,Latitude,Longitude,Direction,Canton,Name,Direction:1,Street
CH:0076.01,86.9000015,45.9648781,8.92612457,negative,TI,GRANCIA (AS),negative,A 2
CH:0076.02,95.3000031,45.9648972,8.92616653,negative,TI,GRANCIA (AS),negative,A 2
CH:0076.03,95.5999985,45.9649773,8.9263258,positive,TI,GRANCIA (AS),positive,A 2
CH:0076.04,83.5999985,45.9649887,8.92637253,positive,TI,GRANCIA (AS),positive,A 2
CH:0252.07,82.0,46.8896217,8.61937141,,UR,VERZWEIGUNG ALTDORFA2/A4 (AB),,A 2
CH:0252.06,88.0,46.8896027,8.6193161,,UR,VERZWEIGUNG ALTDORFA2/A4 (AB),,A 2
CH:0252.05,95.0999985,46.889782,8.61880398,positive,UR,VERZWEIGUNG ALTDORFA2/A4 (AB),positive,A 2
CH:0252.04,100.699997,46.8897591,8.61877155,positive,UR,VERZWEIGUNG ALTDORFA2/A4 (AB),positive,A 2
CH:0252.03,90.3000031,46.8896828,8.6187849,negative,UR,VERZWEIGUNG ALTDORFA2/A4 (AB),negative,A 2
CH:0252.01,69.0,46.8895264,8.61860752,,UR,VERZWEIGUNG ALTDORFA2/A4 (AB),,A 2
CH:0288.04,,47.2718201,7.71579266,negative,BE,NIEDERBIPP (AB),negative,A 1
CH:0625.03,120.800003,47.1895676,8.49857044,positive,ZG,STEINHAUSEN E (AB),positive,A 14
CH:0625.04,107.5,47.1895409,8.49860287,positive,ZG,STEINHAUSEN E (AB),positive,A 14
CH:0625.01,112.0,47.1896591,8.49851513,negative,ZG,STEINHAUSEN E (AB),negative,A 14
CH:0219.04,,47.456089,8.14368057,negative,AG,SCHINZNACH DORF (AB),negative,A 3
CH:0125.01,,47.5368767,8.24529552,negative,AG,WUERENLINGEN,negative,H 5
CH:0219.02,,47.4559898,8.14368248,positive,AG,SCHINZNACH DORF (AB),positive,A 3
CH:0125.02,,47.5368652,8.2453413,positive,AG,WUERENLINGEN,positive,H 5
CH:0649.02,107.699997,46.6697159,7.07521105,positive,FR,SORENS (AR),positive,A 12
CH:0649.03,118.599998,46.6697273,7.07512856,negative,FR,SORENS (AR),negative,A 12
CH:0219.01,,47.4559479,8.14368248,positive,AG,SCHINZNACH DORF (AB),positive,A 3
CH:0649.04,108.099998,46.6697273,7.07508135,negative,FR,SORENS (AR),negative,A 12
CH:0523.04,113.0,46.8701515,7.54670382,positive,BE,MUENSINGEN (AB),positive,A 6
CH:0523.01,113.300003,46.8701019,7.54653311,negative,BE,MUENSINGEN (AB),negative,A 6
CH:0523.02,120.800003,46.8701172,7.54657698,negative,BE,MUENSINGEN (AB),negative,A 6
CH:0523.03,121.699997,46.8701363,7.54665709,positive,BE,MUENSINGEN (AB),positive,A 6
CH:0220.02,,47.4465218,8.24532223,positive,AG,"MUELLIGEN, VERZW. A3/A1 (AB)",positive,A 3
CH:0220.03,,47.4465523,8.24533749,positive,AG,"MUELLIGEN, VERZW. A3/A1 (AB)",positive,A 3
CH:0033.05,,47.3965569,7.8138876,positive,BL,EPTINGEN N (AB),positive,A 2
CH:0555.01,95.0999985,47.4835739,7.77760124,negative,#N/A,#N/A,negative,#N/A
CH:0220.01,,47.4464188,8.24502659,positive,AG,"MUELLIGEN, VERZW. A3/A1 (AB)",positive,A 3
CH:0207.02,120.0,46.7876587,7.59928894,negative,BE,HEIMBERG (AB),negative,A 6
CH:0207.01,115.699997,46.7876511,7.59924221,negative,BE,HEIMBERG (AB),negative,A 6
CH:0567.06,78.3000031,47.3427925,8.45760918,,ZH,DREIECK ZUERICH-WEST 2 (AB) - ZH1203,,A 4
CH:0567.04,83.9000015,47.3407249,8.4585104,positive,ZH,DREIECK ZUERICH-WEST 2 (AB) - ZH1203,positive,A 4
CH:0567.05,77.5,47.340744,8.45855713,,ZH,DREIECK ZUERICH-WEST 2 (AB) - ZH1203,,A 4
CH:0567.02,81.5,47.3417397,8.45885944,positive,ZH,DREIECK ZUERICH-WEST 2 (AB) - ZH1203,positive,A 4
CH:0567.03,89.0,47.3407059,8.45846558,positive,ZH,DREIECK ZUERICH-WEST 2 (AB) - ZH1203,positive,A 4
CH:0567.01,79.0,47.3417435,8.45880699,positive,ZH,DREIECK ZUERICH-WEST 2 (AB) - ZH1203,positive,A 4
CH:0511.03,113.0,46.5158424,6.50201178,negative,VD,MORGES CENTRE (AR),negative,A 1
CH:0798.02,,47.4661217,7.00240278,positive,JU,"NEU-BOIS, TUNNEL S (AR)",positive,A 16
CH:0798.01,,47.4661331,7.00248051,positive,JU,"NEU-BOIS, TUNNEL S (AR)",positive,A 16
CH:0511.02,107.099998,46.51577,6.50204992,positive,VD,MORGES CENTRE (AR),positive,A 1
CH:0368.02,59.2000008,46.9628906,7.4369936,negative,BE,"BERN, ZUBRINGER NEUFELD (TUNNEL)",negative,A 1
CH:0511.01,99.0,46.5157394,6.50207043,positive,VD,MORGES CENTRE (AR),positive,A 1
CH:0368.01,65.1999969,46.9628067,7.43695593,positive,BE,"BERN, ZUBRINGER NEUFELD (TUNNEL)",positive,A 1
CH:0743.01,78.6999969,46.5610657,6.56108999,,VD,CRISSIER (AR) RI NORD,,A 1
CH:0743.04,93.0999985,46.5611229,6.56058788,positive,VD,CRISSIER (AR) RI NORD,positive,A 1
CH:0743.05,,46.5611115,6.56054783,positive,VD,CRISSIER (AR) RI NORD,positive,A 1
CH:0137.02,110.300003,46.1445885,8.94664955,negative,TI,MONTE CENERI (AS),negative,A 2
CH:0137.03,119.400002,46.1445541,8.94664669,negative,TI,MONTE CENERI (AS),negative,A 2
CH:0137.04,,46.1445084,8.94662666,positive,TI,MONTE CENERI (AS),positive,A 2
CH:0137.05,107.800003,46.144474,8.94662189,positive,TI,MONTE CENERI (AS),positive,A 2
CH:0137.06,6.0,46.1443939,8.94676018,,TI,MONTE CENERI (AS),,A 2
CH:0182.01,,47.0935745,7.5733757,positive,BE,KIRCHBERG N (AB),positive,A 1
CH:0694.01,110.0,47.1190987,8.3746233,negative,LU,ROOT (AB),negative,A 14
CH:0182.03,,47.093586,7.5732255,negative,BE,KIRCHBERG N (AB),negative,A 1
CH:0694.02,118.699997,47.1190681,8.3746233,negative,LU,ROOT (AB),negative,A 14
CH:0847.01,42.5,47.6913223,8.60866356,negative,SH,ENGI GALGENBUCKTUNNEL,negative,H 13
CH:0847.02,43.7999992,47.691349,8.60871887,positive,SH,ENGI GALGENBUCKTUNNEL,positive,H 13
CH:0264.02,52.0,46.8711205,8.78112793,negative,UR,KLAUSENPASS W,negative,H 17
CH:0215.01,117.400002,47.5944366,9.0068264,positive,TG,MUELLHEIM (AB),positive,A 7
CH:0215.03,124.5,47.5944977,9.00673962,negative,TG,MUELLHEIM (AB),negative,A 7
CH:0215.04,116.099998,47.5945206,9.00670433,negative,TG,MUELLHEIM (AB),negative,A 7
CH:0559.02,,47.4744415,7.78268576,negative,#N/A,#N/A,negative,#N/A
CH:0559.01,,47.474411,7.78265572,negative,#N/A,#N/A,negative,#N/A
CH:0296.01,69.1999969,47.0187111,8.2962532,,LU,"HORW, SCHLUNDTUNNEL (AB)",,A 2
CH:0296.04,99.3000031,47.0186234,8.29667759,positive,LU,"HORW, SCHLUNDTUNNEL (AB)",positive,A 2
CH:0296.03,98.6999969,47.0194283,8.29596424,negative,LU,"HORW, SCHLUNDTUNNEL (AB)",negative,A 2
CH:0296.05,90.9000015,47.0186348,8.29671764,positive,LU,"HORW, SCHLUNDTUNNEL (AB)",positive,A 2
CH:0353.02,56.9000015,46.9264526,7.54854822,negative,BE,WORB W,negative,H 10
CH:0353.01,59.7999992,46.9264336,7.54858017,positive,BE,WORB W,positive,H 10
CH:0044.01,74.6999969,46.4645653,9.18580532,negative,GR,SAN BERNARDINO (TUNNEL),negative,A 13
CH:0365.01,,47.1919136,7.13133955,negative,BE,CORGEMONT W,negative,H 30
CH:0365.02,,47.1918678,7.13134956,positive,BE,CORGEMONT W,positive,H 30
CH:0685.01,48.0,46.8747787,8.65287018,positive,UR,"ALTDORF, KLAUSENSTRASSE - UR6017",positive,H 17
CH:0203.02,77.0,46.2303619,9.11446953,positive,GR,ROVEREDO (AS),positive,A 13
CH:0616.01,60.7999992,46.9667549,8.3574543,,NW,ANSCHLUSS STANS NORD RI LUZERN (AB),,A 2
CH:0616.02,106.300003,46.9666977,8.35662842,positive,NW,ANSCHLUSS STANS NORD RI LUZERN (AB),positive,A 2
CH:0616.03,117.599998,46.9666672,8.35663223,positive,NW,ANSCHLUSS STANS NORD RI LUZERN (AB),positive,A 2
CH:0616.04,40.9000015,46.9668541,8.35636234,,NW,ANSCHLUSS STANS NORD RI LUZERN (AB),,A 2
CH:0628.01,64.0,46.0913773,7.05486298,positive,VS,"MARTIGNY-CROIX W, FORCLAZ - VS00134021",positive,H 203
CH:0194.02,88.3000031,47.3889618,8.41394138,positive,ZH,URDORF (AB),positive,A 3
CH:0194.04,99.4000015,47.3889542,8.41407299,negative,ZH,URDORF (AB),negative,A 3
CH:0194.05,92.5,47.3889503,8.41412544,negative,ZH,URDORF (AB),negative,A 3
CH:0194.06,77.0,47.3889503,8.41416645,negative,ZH,URDORF (AB),negative,A 3
CH:0673.03,123.0,46.9287758,6.81970024,negative,NE,BEVAIX (AR),negative,A 5
CH:0673.02,120.0,46.9287376,6.81976891,positive,NE,BEVAIX (AR),positive,A 5
CH:0056.05,98.0,47.0048256,7.49362183,negative,BE,"SCHOENBUEHL, GRAUHOLZ (AB)",negative,A 1
CH:0056.04,103.599998,47.0048065,7.49365807,negative,BE,"SCHOENBUEHL, GRAUHOLZ (AB)",negative,A 1
CH:0056.02,98.4000015,47.0047531,7.49378109,positive,BE,"SCHOENBUEHL, GRAUHOLZ (AB)",positive,A 1
CH:0056.01,95.4000015,47.0047302,7.49382353,positive,BE,"SCHOENBUEHL, GRAUHOLZ (AB)",positive,A 1
CH:0560.02,,47.3733177,8.42096233,,ZH,ANSCHLUSS URDORF S 2 - ZH1101,,A 4
CH:0560.01,57.0,47.3733559,8.42062092,,ZH,ANSCHLUSS URDORF S 2 - ZH1101,,A 4
CH:0844.08,51.0,47.6910133,8.62184238,negative,SH,BAHNTAL GALGENBUCKTUNNEL,negative,A 4
CH:0240.01,72.3000031,47.4241486,8.56929398,,ZH,"UMF. ZUERICH N, SEEBACH (AB)",,A 1C
CH:0844.07,50.7999992,47.6923943,8.62183285,negative,SH,BAHNTAL GALGENBUCKTUNNEL,negative,A 4
CH:0240.02,80.0,47.4239693,8.57156849,positive,ZH,"UMF. ZUERICH N, SEEBACH (AB)",positive,A 1C
CH:0240.04,98.1999969,47.4240723,8.57156086,positive,ZH,"UMF. ZUERICH N, SEEBACH (AB)",positive,A 1C
CH:0844.05,57.0,47.6912422,8.62165165,positive,SH,BAHNTAL GALGENBUCKTUNNEL,positive,A 4
CH:0844.04,65.0,47.6912308,8.6217041,positive,SH,BAHNTAL GALGENBUCKTUNNEL,positive,A 4
CH:0240.06,82.6999969,47.4244728,8.56948471,negative,ZH,"UMF. ZUERICH N, SEEBACH (AB)",negative,A 1C
CH:0844.03,48.5,47.6910286,8.62188244,positive,SH,BAHNTAL GALGENBUCKTUNNEL,positive,A 4
CH:0240.07,78.6999969,47.4245567,8.56949902,,ZH,"UMF. ZUERICH N, SEEBACH (AB)",,A 1C
CH:0240.08,61.0,47.4245949,8.56949043,negative,ZH,"UMF. ZUERICH N, SEEBACH (AB)",negative,A 1C
CH:0068.02,87.6999969,46.2538719,6.13961315,positive,GE,COLOVREX-LAC (AR),positive,A 1
CH:0068.03,84.8000031,46.2537117,6.13915873,positive,GE,COLOVREX-LAC (AR),positive,A 1
CH:0068.01,77.4000015,46.2538948,6.13966513,positive,GE,COLOVREX-LAC (AR),positive,A 1
CH:0068.08,73.6999969,46.2538071,6.13884163,negative,GE,COLOVREX-LAC (AR),negative,A 1
CH:0068.06,21.0,46.2536545,6.13869715,negative,GE,COLOVREX-LAC (AR),negative,A 1
CH:0068.07,79.0,46.253788,6.13879681,negative,GE,COLOVREX-LAC (AR),negative,A 1
CH:0068.05,67.4000015,46.2536125,6.13867188,negative,GE,COLOVREX-LAC (AR),negative,A 1
CH:0239.01,111.199997,47.2385635,7.96073437,negative,LU,REIDEN S (AB),negative,A 2
CH:0535.04,104.699997,46.5351067,6.67251825,negative,VD,LAUSANNE BELMONT (AR),negative,A 9
CH:0272.01,92.0999985,46.1945877,6.07830477,positive,GE,"GENEVE, PONT DU RHONE (AR)",positive,A 1
CH:0535.03,116.099998,46.53508,6.67250013,negative,VD,LAUSANNE BELMONT (AR),negative,A 9
CH:0535.02,116.599998,46.5350189,6.67243671,positive,VD,LAUSANNE BELMONT (AR),positive,A 9
CH:0239.02,120.400002,47.2385826,7.96077299,negative,LU,REIDEN S (AB),negative,A 2
CH:0122.01,117.300003,47.5541039,8.83946323,positive,TG,"FRAUENFELD W, KEFIKON (AB)",positive,A 7
CH:0272.04,89.1999969,46.1946259,6.07810354,negative,GE,"GENEVE, PONT DU RHONE (AR)",negative,A 1
CH:0272.03,95.6999969,46.1946259,6.07815313,negative,GE,"GENEVE, PONT DU RHONE (AR)",negative,A 1
CH:0122.02,125.300003,47.5541344,8.83945942,positive,TG,"FRAUENFELD W, KEFIKON (AB)",positive,A 7
CH:0239.03,122.300003,47.2386284,7.96084929,positive,LU,REIDEN S (AB),positive,A 2
CH:0122.03,123.0,47.5542107,8.83944035,negative,TG,"FRAUENFELD W, KEFIKON (AB)",negative,A 7
CH:0122.04,114.599998,47.5542412,8.8394289,negative,TG,"FRAUENFELD W, KEFIKON (AB)",negative,A 7
CH:0503.01,,46.1495781,8.87488365,negative,TI,MAGADINO,negative,H 405
CH:0284.02,116.400002,47.4618721,8.70907497,positive,ZH,"WINTERTHUR, KEMPTTHAL (AB)",positive,A 1
CH:0284.03,125.199997,47.4618683,8.7090292,positive,ZH,"WINTERTHUR, KEMPTTHAL (AB)",positive,A 1
CH:0284.01,107.0,47.4618797,8.70912075,positive,ZH,"WINTERTHUR, KEMPTTHAL (AB)",positive,A 1
CH:0284.06,102.300003,47.4618225,8.70883656,negative,ZH,"WINTERTHUR, KEMPTTHAL (AB)",negative,A 1
CH:0227.02,67.0,46.6484146,10.2661953,negative,GR,"OFENPASS, BUFFALORA",negative,H 28
CH:0227.01,68.6999969,46.6483917,10.2661772,positive,GR,"OFENPASS, BUFFALORA",positive,H 28
CH:0304.04,97.9000015,47.1482162,8.17451,positive,LU,EICH (AB),positive,A 2
CH:0304.03,104.699997,47.1481895,8.17448044,positive,LU,EICH (AB),positive,A 2
CH:0304.01,95.5,47.1481094,8.17440319,negative,LU,EICH (AB),negative,A 2
CH:0547.01,53.0,46.1620941,8.77353668,,TI,ASCONA GALLERIA,,A 13
CH:0547.04,62.2999992,46.1618767,8.77343178,,TI,ASCONA GALLERIA,,A 13
CH:0321.05,66.4000015,47.5715561,7.59835577,negative,BS,"BASEL, ANSCHLUSS WIESE, A3 (AB)",negative,A 3
CH:0321.04,74.0,47.5715446,7.59839869,negative,BS,"BASEL, ANSCHLUSS WIESE, A3 (AB)",negative,A 3
CH:0547.03,73.6999969,46.1619568,8.77346992,positive,TI,ASCONA GALLERIA,positive,A 13
CH:0377.04,53.7000008,47.6190796,8.68341923,,ZH,TRUELLIKON ANSCHLUSS N (AB),,A 4
CH:0377.03,108.0,47.6193504,8.68338871,negative,ZH,TRUELLIKON ANSCHLUSS N (AB),negative,A 4
CH:0377.02,99.4000015,47.619339,8.68333817,negative,ZH,TRUELLIKON ANSCHLUSS N (AB),negative,A 4
CH:0377.01,56.0,47.6199265,8.68297291,,ZH,TRUELLIKON ANSCHLUSS N (AB),,A 4
CH:0527.01,51.7999992,46.1962242,8.14206982,negative,VS,GONDO - VS40001,negative,A 9
CH:0093.06,99.5,47.5178413,8.69487572,,ZH,UMF. WINTERTHUR (AB),,A 1
CH:0093.04,105.800003,47.517807,8.69496632,negative,ZH,UMF. WINTERTHUR (AB),negative,A 1
CH:0093.02,95.8000031,47.5177536,8.69508362,positive,ZH,UMF. WINTERTHUR (AB),positive,A 1
CH:0093.01,93.3000031,47.5177383,8.69512463,positive,ZH,UMF. WINTERTHUR (AB),positive,A 1
CH:0539.02,76.0,46.5383987,9.23320198,positive,GR,HINTERRHEIN (AB) TUNNEL CASSANAWALD,positive,A 13
CH:0539.01,79.5,46.5384293,9.23321438,negative,GR,HINTERRHEIN (AB) TUNNEL CASSANAWALD,negative,A 13
CH:0081.07,94.6999969,47.5389366,7.64492559,positive,BL,"MUTTENZ, HARD (AB)",positive,A 2
CH:0081.06,99.3000031,47.5388985,7.64491034,positive,BL,"MUTTENZ, HARD (AB)",positive,A 2
CH:0081.05,108.199997,47.538868,7.64490128,positive,BL,"MUTTENZ, HARD (AB)",positive,A 2
CH:0081.04,108.300003,47.5388184,7.64486027,negative,BL,"MUTTENZ, HARD (AB)",negative,A 2
CH:0235.02,119.0,47.1615181,7.29624462,positive,BE,PIETERLEN W (AB),positive,A 5
CH:0081.01,80.0,47.5387268,7.64480352,negative,BL,"MUTTENZ, HARD (AB)",negative,A 2
CH:0235.03,100.0,47.1615753,7.29621983,negative,BE,PIETERLEN W (AB),negative,A 5
CH:0235.04,96.9000015,47.1616058,7.29620266,negative,BE,PIETERLEN W (AB),negative,A 5
CH:0235.01,109.199997,47.1614876,7.29626036,positive,BE,PIETERLEN W (AB),positive,A 5
CH:0515.02,73.0,47.5309715,8.77733803,,ZH,ANSCHLUSS OBERWINTERTHUR 2 (AB),,A 1
CH:0540.02,69.8000031,47.2758598,7.51817131,negative,SO,WELSCHENROHR W,negative,H 30
CH:0110.02,61.5,46.2515259,8.03923702,negative,VS,"SIMPLON, JOSEFGALERIE S",negative,A 9
CH:0166.03,121.0,46.3511276,8.96181393,positive,TI,BIASCA S (AS),positive,A 2
CH:0166.04,110.0,46.3511429,8.96186447,positive,TI,BIASCA S (AS),positive,A 2
CH:0166.02,120.0,46.3510933,8.9617281,negative,TI,BIASCA S (AS),negative,A 2
CH:0110.01,60.0,46.2515602,8.03921223,positive,VS,"SIMPLON, JOSEFGALERIE S",positive,A 9
CH:0373.02,58.9000015,46.8934364,9.84456158,negative,GR,"KLOSTERS, MEZZASELVA - GR241",negative,A 28
CH:0373.01,57.5,46.8934174,9.84452629,positive,GR,"KLOSTERS, MEZZASELVA - GR241",positive,A 28
CH:0608.02,57.7999992,46.3768501,7.08000755,negative,VD,COL DES MOSSES,negative,H 11
CH:0308.02,106.5,47.1903954,8.83080101,positive,SZ,LACHEN (AB),positive,A 3
CH:0260.02,49.0,46.5931969,8.46074677,negative,UR,"FURKAPASS, TIEFENBACH",negative,H 19
CH:0328.04,99.3000031,46.8323708,6.86818743,negative,FR,ESTAVAYER-LE-LAC E (AR),negative,A 1
CH:0328.03,105.699997,46.8323364,6.86817598,negative,FR,ESTAVAYER-LE-LAC E (AR),negative,A 1
CH:0328.02,105.099998,46.8322067,6.86845207,positive,FR,ESTAVAYER-LE-LAC E (AR),positive,A 1
CH:0328.01,99.0999985,46.8321724,6.86844206,positive,FR,ESTAVAYER-LE-LAC E (AR),positive,A 1
CH:0292.01,,47.1687012,7.7959094,positive,BE,MADISWIL N,positive,H 244
CH:0292.02,,47.168705,7.79594803,negative,BE,MADISWIL N,negative,H 244
CH:0142.05,96.1999969,47.302578,7.92134094,positive,AG,ZOFINGEN (AB),positive,A 2
CH:0572.02,96.0,47.3192863,8.44557953,negative,ZH,ISLISBERGTUNNEL MITTE (AB) - ZH2102,negative,A 4
CH:0572.03,99.5,47.3192368,8.4457798,positive,ZH,ISLISBERGTUNNEL MITTE (AB) - ZH2102,positive,A 4
CH:0142.01,87.0,47.3039055,7.91860723,,AG,ZOFINGEN (AB),,A 2
CH:0142.02,95.0,47.3039589,7.91863489,negative,AG,ZOFINGEN (AB),negative,A 2
CH:0142.04,103.0,47.3025589,7.92130136,positive,AG,ZOFINGEN (AB),positive,A 2
CH:0572.01,101.800003,47.3193512,8.44543743,negative,ZH,ISLISBERGTUNNEL MITTE (AB) - ZH2102,negative,A 4
CH:0397.01,55.0,46.6173973,7.13849306,positive,FR,CHARMEY,positive,H 189
CH:0341.01,81.6999969,47.4545708,8.32588673,positive,AG,NEUENHOF (AB) - AG1402,positive,A 1
CH:0198.01,112.0,47.4660378,9.48044109,positive,SG,GOLDACH S (AB),positive,A 1
CH:0771.02,86.5,47.4513512,7.59661961,positive,BL,TUNNEL EGGFLUE,positive,A 18
CH:0341.06,,47.454689,8.32581711,negative,AG,NEUENHOF (AB) - AG1402,negative,A 1
CH:0198.03,122.699997,47.4661369,9.48050117,negative,SG,GOLDACH S (AB),negative,A 1
CH:0341.04,93.0,47.454628,8.32582569,negative,AG,NEUENHOF (AB) - AG1402,negative,A 1
CH:0198.02,122.699997,47.4660721,9.4804678,positive,SG,GOLDACH S (AB),positive,A 1
CH:0341.05,,47.4546585,8.32582092,negative,AG,NEUENHOF (AB) - AG1402,negative,A 1
CH:0341.02,,47.4545364,8.32589054,positive,AG,NEUENHOF (AB) - AG1402,positive,A 1
CH:0247.02,114.699997,46.8446198,6.68674755,positive,VD,ONNENS VD (AR),positive,A 5
CH:0677.01,78.8000031,47.0082283,6.90151787,negative,NE,VALANGIN,negative,A 20
CH:0677.03,71.3000031,47.0081673,6.90166855,positive,NE,VALANGIN,positive,A 20
CH:0677.02,85.5,47.0082169,6.90154314,negative,NE,VALANGIN,negative,A 20
CH:0677.04,77.0999985,47.0081596,6.90171814,positive,NE,VALANGIN,positive,A 20
CH:0247.04,109.0,46.8446846,6.68665504,negative,VD,ONNENS VD (AR),negative,A 5
CH:0247.03,116.0,46.8446617,6.68669415,negative,VD,ONNENS VD (AR),negative,A 5
CH:0588.02,105.699997,47.2185059,8.96234417,negative,SG,SCHMERIKON (AB),negative,A 15
CH:0588.01,99.1999969,47.2185059,8.962286,negative,SG,SCHMERIKON (AB),negative,A 15
CH:0347.03,,47.5413818,7.7630434,positive,AG,RHEINFELDEN (AB) - AG1426,positive,A 3
CH:0347.05,,47.5417213,7.7641592,negative,AG,RHEINFELDEN (AB) - AG1426,negative,A 3
CH:0588.04,99.1999969,47.2184906,8.96252441,positive,SG,SCHMERIKON (AB),positive,A 15
CH:0588.03,106.0,47.2184906,8.96246529,positive,SG,SCHMERIKON (AB),positive,A 15
CH:0199.02,105.599998,45.8644714,8.97051239,negative,TI,MENDRISIO S (AS),negative,A 2
CH:0576.06,96.3000031,47.3468246,8.46308517,positive,ZH,"UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206",positive,A 3
CH:0851.07,75.0,46.1139374,7.09016895,negative,VS,ECHANGEUR GD.ST.BERNARD OUEST (AR),negative,A 9
CH:0576.03,92.5,47.3469048,8.46256161,negative,ZH,"UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206",negative,A 3
CH:0576.05,100.0,47.3468437,8.46300888,positive,ZH,"UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206",positive,A 3
CH:0851.05,117.300003,46.1137733,7.09021521,negative,VS,ECHANGEUR GD.ST.BERNARD OUEST (AR),negative,A 9
CH:0199.03,106.300003,45.8644676,8.97063255,positive,TI,MENDRISIO S (AS),positive,A 2
CH:0576.01,101.800003,47.346962,8.46244621,negative,ZH,"UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206",negative,A 3
CH:0851.01,105.0,46.1135979,7.0902462,positive,VS,ECHANGEUR GD.ST.BERNARD OUEST (AR),positive,A 9
CH:0507.04,93.4000015,45.987175,8.93205452,positive,TI,CIRCONVALLAZIONE DI LUGANO (AB),positive,A 2
CH:0507.02,88.9000015,45.9881516,8.93079281,negative,TI,CIRCONVALLAZIONE DI LUGANO (AB),negative,A 2
CH:0507.03,96.5999985,45.9881706,8.93083286,negative,TI,CIRCONVALLAZIONE DI LUGANO (AB),negative,A 2
CH:0118.07,83.5999985,46.969101,7.46037102,negative,BE,"BERN, FELSENAUVIADUKT (AB)",negative,A 1
CH:0175.01,110.300003,46.8207397,7.13889837,positive,FR,CONT. DE FRIBOURG (AR),positive,A 12
CH:0175.02,120.0,46.8207588,7.13885498,positive,FR,CONT. DE FRIBOURG (AR),positive,A 12
CH:0175.03,118.199997,46.8207893,7.13878155,negative,FR,CONT. DE FRIBOURG (AR),negative,A 12
CH:0175.04,108.300003,46.8208084,7.13874435,negative,FR,CONT. DE FRIBOURG (AR),negative,A 12
CH:0118.08,82.0,46.9691277,7.46036434,negative,BE,"BERN, FELSENAUVIADUKT (AB)",negative,A 1
CH:0118.03,81.0999985,46.9689522,7.46040487,positive,BE,"BERN, FELSENAUVIADUKT (AB)",positive,A 1
CH:0118.02,81.5,46.9689217,7.46041107,positive,BE,"BERN, FELSENAUVIADUKT (AB)",positive,A 1
CH:0359.02,,47.1235237,6.88633108,positive,BE,LA CIBOURG,positive,H 18
CH:0118.05,94.0,46.9690361,7.46038628,negative,BE,"BERN, FELSENAUVIADUKT (AB)",negative,A 1
CH:0634.02,59.0,46.4143333,10.0373211,positive,GR,"BERNINA, BARACON - GR0248",positive,H 29
CH:0118.04,88.5999985,46.9689827,7.4603982,positive,BE,"BERN, FELSENAUVIADUKT (AB)",positive,A 1
CH:0359.01,,47.1235313,6.88628292,negative,BE,LA CIBOURG,negative,H 18
CH:0073.01,99.1999969,47.3120308,7.80759573,positive,SO,HAERKINGEN (AB),positive,A 1
CH:0073.04,97.5,47.3121681,7.80757904,negative,SO,HAERKINGEN (AB),negative,A 1
CH:0073.03,103.0,47.31213,7.80757189,negative,SO,HAERKINGEN (AB),negative,A 1
CH:0761.02,67.3000031,47.3101807,8.81030655,negative,ZH,HINWIL N,negative,H 340
CH:0097.01,81.8000031,47.4566727,8.30726719,,AG,"BADEN, BAREGGTUNNEL (AB)",,A 1
CH:0773.02,77.8000031,47.5128136,7.72267151,negative,BL,FUELLINSDORF,negative,A 22
CH:0552.02,95.6999969,47.4887199,7.77443695,negative,#N/A,#N/A,negative,#N/A
CH:0552.01,90.0999985,47.4887009,7.77439451,negative,#N/A,#N/A,negative,#N/A
CH:0163.01,116.400002,47.0282974,7.46901894,negative,BE,MUENCHENBUCHSEE N (AB),negative,A 6
CH:0163.03,123.800003,47.028389,7.46908903,positive,BE,MUENCHENBUCHSEE N (AB),positive,A 6
CH:0163.02,123.800003,47.0283279,7.46904087,negative,BE,MUENCHENBUCHSEE N (AB),negative,A 6
CH:0163.04,115.800003,47.0284195,7.4691124,positive,BE,MUENCHENBUCHSEE N (AB),positive,A 6
CH:0658.02,125.199997,46.2189636,7.33913708,positive,VS,CONTHEY (AR),positive,A 9
CH:0658.01,115.400002,46.2189407,7.33913565,positive,VS,CONTHEY (AR),positive,A 9
CH:0245.03,124.0,47.0404778,9.43997288,negative,SG,SARGANS A3 (AB),negative,A 3
CH:0658.04,114.5,46.2190475,7.33904123,negative,VS,CONTHEY (AR),negative,A 9
CH:0245.04,114.300003,47.0405083,9.4400053,negative,SG,SARGANS A3 (AB),negative,A 3
CH:0658.03,123.400002,46.2190247,7.33906555,negative,VS,CONTHEY (AR),negative,A 9
CH:0245.01,108.800003,47.0403786,9.43988991,positive,SG,SARGANS A3 (AB),positive,A 3
CH:0245.02,121.400002,47.0404053,9.43991661,positive,SG,SARGANS A3 (AB),positive,A 3
CH:0290.02,95.6999969,47.3106194,7.9006958,positive,AG,OFTRINGEN / ROTHRIST (AB) - AG1412,positive,A 1
CH:0024.01,105.900002,46.4439201,6.29307604,positive,VD,ROLLE (AR),positive,A 1
CH:0024.02,113.099998,46.4439507,6.29305458,positive,VD,ROLLE (AR),positive,A 1
CH:0024.03,113.599998,46.4440231,6.29301405,negative,VD,ROLLE (AR),negative,A 1
